EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Week,Public Pick %,Team Division,Opponent Division,Divisional Matchup?,Away Team,Availability,Calculated Current Week Alive Entries,Calculated Current Week Picks,Winning Team,Calendar Date,Week_Mean_WinPct,Week_Max_WinPct,Week_Min_WinPct,Week_Std_WinPct,Week_Mean_FV,Week_Max_FV,Week_Min_FV,Week_Std_FV,Team_WinPct_RelativeToWeekMean,Team_FV_RelativeToWeekMean,Team_WinPct_RelativeToTopTeam,Team_FV_RelativeToTopTeam,Win % Rank,Star Rating Rank,Num_Teams_This_Week,Rank_Density,FV_Rank_Density,Is_Top_In_Week,WinPct_Diff_From_Top,Future_Weeks_Top_Team,Future_Weeks_Over_80,Future_Weeks_70_80,Future_Weeks_60_70,Thursday Night Game,Thursday_Home,Thursday_Away,Thursday_Favorite,Thursday_Underdog,Week_Mean_80,Week_Max_80,Week_Min_80,Week_Std_80,Team_80_RelativeToWeekMean,Team_80_RelativeToTopTeam,80_Rank,80_Rank_Density,Week_Mean_70_80,Week_Max_70_80,Week_Min_70_80,Week_Std_70_80,Team_70_80_RelativeToWeekMean,Team_70_80_RelativeToTopTeam,70_80_Rank,70_80_Rank_Density,Week_Mean_60_70,Week_Max_60_70,Week_Min_60_70,Week_Std_60_70,Team_60_70_RelativeToWeekMean,Team_60_70_RelativeToTopTeam,60_70_Rank,60_70_Rank_Density,Week_Mean_Top_Team,Week_Max_Top_Team,Week_Min_Top_Team,Week_Std_Top_Team,Team_Top_Team_RelativeToWeekMean,Team_Top_Team_RelativeToTopTeam,Top_Team_Rank,Top_Team_Rank_Density,Week_Mean_Availability,Week_Max_Availability,Week_Min_Availability,Week_Std_Availability,Team_Availability_RelativeToWeekMean,Team_Availability_RelativeToTopTeam,Availability_Rank,Availability_Rank_Density
0.93,0.564,0.017,IND,HOU,3.5,2010,1,0.017,AFC South,AFC South,1,1,0,0,0,1,2010-09-12,0.5,0.7170000000000001,0.283,0.13378460300049483,1.9230769230769231,4.5,0.0,1.3761708301828495,0.06399999999999995,1.5769230769230769,0.7866108786610877,0.7777777777777778,10.0,4.0,26,0.38461538461538464,0.15384615384615385,0,-0.15300000000000014,0.058823529411764705,0.0,0.29411764705882354,0.35294117647058826,0,0,0,0,0,0.0497737556561086,0.23529411764705882,0.0,0.07383195675790456,-0.0497737556561086,0.0,12.0,0.46153846153846156,0.083710407239819,0.35294117647058826,0.0,0.10006652032931466,0.21040723981900455,0.8333333333333333,2.0,0.07692307692307693,0.1764705882352941,0.4117647058823529,0.0,0.12887589588356851,0.17647058823529416,0.8571428571428572,2.0,0.07692307692307693,0.033936651583710405,0.17647058823529413,0.0,0.05804920219004035,0.0248868778280543,0.3333333333333333,6.0,0.23076923076923078,0.0,0,0,0.0,0.0,0.0,1.0,0.038461538461538464
0.92,0.5529999999999999,0.006,ATL,PIT,3.0,2010,1,0.006,NFC South,AFC North,0,1,0,0,0,0,2010-09-12,0.5,0.7170000000000001,0.283,0.13378460300049483,1.9230769230769231,4.5,0.0,1.3761708301828495,0.052999999999999936,1.0769230769230769,0.7712691771269176,0.6666666666666666,12.0,7.0,26,0.46153846153846156,0.2692307692307692,0,-0.16400000000000015,0.11764705882352941,0.058823529411764705,0.23529411764705882,0.11764705882352941,0,0,0,0,0,0.0497737556561086,0.23529411764705882,0.0,0.07383195675790456,0.009049773755656104,0.25,7.0,0.2692307692307692,0.083710407239819,0.35294117647058826,0.0,0.10006652032931466,0.15158371040723984,0.6666666666666666,3.0,0.11538461538461539,0.1764705882352941,0.4117647058823529,0.0,0.12887589588356851,-0.05882352941176469,0.2857142857142857,14.0,0.5384615384615384,0.033936651583710405,0.17647058823529413,0.0,0.05804920219004035,0.08371040723981901,0.6666666666666666,3.0,0.11538461538461539,0.0,0,0,0.0,0.0,0.0,1.0,0.038461538461538464
0.91,0.542,0.002,NYJ,BAL,2.5,2010,1,0.002,AFC East,AFC North,0,1,0,0,0,0,2010-09-13,0.5,0.7170000000000001,0.283,0.13378460300049483,1.9230769230769231,4.5,0.0,1.3761708301828495,0.04200000000000004,0.5769230769230769,0.7559274755927475,0.5555555555555556,13.0,10.0,26,0.5,0.38461538461538464,0,-0.17500000000000004,0.0,0.058823529411764705,0.058823529411764705,0.4117647058823529,0,0,0,0,0,0.0497737556561086,0.23529411764705882,0.0,0.07383195675790456,0.009049773755656104,0.25,7.0,0.2692307692307692,0.083710407239819,0.35294117647058826,0.0,0.10006652032931466,-0.024886877828054293,0.16666666666666666,10.0,0.38461538461538464,0.1764705882352941,0.4117647058823529,0.0,0.12887589588356851,0.23529411764705882,1.0,1.0,0.038461538461538464,0.033936651583710405,0.17647058823529413,0.0,0.05804920219004035,-0.033936651583710405,0.0,9.0,0.34615384615384615,0.0,0,0,0.0,0.0,0.0,1.0,0.038461538461538464
0.77,0.4579999999999999,0.002,BAL,NYJ,4.0,2010,1,0.002,AFC North,AFC East,0,0,0,0,0,0,2010-09-13,0.5,0.7170000000000001,0.283,0.13378460300049483,1.9230769230769231,4.5,0.0,1.3761708301828495,-0.04200000000000009,2.0769230769230766,0.6387726638772662,0.8888888888888888,14.0,2.0,26,0.5384615384615384,0.07692307692307693,0,-0.2590000000000002,0.11764705882352941,0.23529411764705882,0.11764705882352941,0.17647058823529413,0,0,0,0,0,0.0497737556561086,0.23529411764705882,0.0,0.07383195675790456,0.18552036199095023,1.0,1.0,0.038461538461538464,0.083710407239819,0.35294117647058826,0.0,0.10006652032931466,0.03393665158371041,0.3333333333333333,6.0,0.23076923076923078,0.1764705882352941,0.4117647058823529,0.0,0.12887589588356851,2.7755575615628914e-17,0.4285714285714286,11.0,0.4230769230769231,0.033936651583710405,0.17647058823529413,0.0,0.05804920219004035,0.08371040723981901,0.6666666666666666,3.0,0.11538461538461539,0.0,0,0,0.0,0.0,0.0,1.0,0.038461538461538464
0.75,0.447,0.002,PIT,ATL,3.5,2010,1,0.002,AFC North,NFC South,0,1,0,0,0,1,2010-09-12,0.5,0.7170000000000001,0.283,0.13378460300049483,1.9230769230769231,4.5,0.0,1.3761708301828495,-0.05299999999999999,1.5769230769230769,0.6234309623430961,0.7777777777777778,15.0,4.0,26,0.5769230769230769,0.15384615384615385,0,-0.2700000000000001,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.35294117647058826,0,0,0,0,0,0.0497737556561086,0.23529411764705882,0.0,0.07383195675790456,0.06787330316742081,0.5,4.0,0.15384615384615385,0.083710407239819,0.35294117647058826,0.0,0.10006652032931466,-0.024886877828054293,0.16666666666666666,10.0,0.38461538461538464,0.1764705882352941,0.4117647058823529,0.0,0.12887589588356851,0.17647058823529416,0.8571428571428572,2.0,0.07692307692307693,0.033936651583710405,0.17647058823529413,0.0,0.05804920219004035,0.14253393665158373,1.0,1.0,0.038461538461538464,0.0,0,0,0.0,0.0,0.0,1.0,0.038461538461538464
0.74,0.436,0.0,HOU,IND,1.5,2010,1,0.0,AFC South,AFC South,1,0,0,0,0,1,2010-09-12,0.5,0.7170000000000001,0.283,0.13378460300049483,1.9230769230769231,4.5,0.0,1.3761708301828495,-0.064,-0.42307692307692313,0.608089260808926,0.3333333333333333,16.0,13.0,26,0.6153846153846154,0.5,0,-0.2810000000000001,0.0,0.0,0.0,0.23529411764705882,0,0,0,0,0,0.0497737556561086,0.23529411764705882,0.0,0.07383195675790456,-0.0497737556561086,0.0,12.0,0.46153846153846156,0.083710407239819,0.35294117647058826,0.0,0.10006652032931466,-0.083710407239819,0.0,17.0,0.6538461538461539,0.1764705882352941,0.4117647058823529,0.0,0.12887589588356851,0.05882352941176472,0.5714285714285714,8.0,0.3076923076923077,0.033936651583710405,0.17647058823529413,0.0,0.05804920219004035,-0.033936651583710405,0.0,9.0,0.34615384615384615,0.0,0,0,0.0,0.0,0.0,1.0,0.038461538461538464
0.73,0.4,0.001,BUF,MIA,0.0,2010,1,0.001,AFC East,AFC East,1,0,0,0,0,1,2010-09-12,0.5,0.7170000000000001,0.283,0.13378460300049483,1.9230769230769231,4.5,0.0,1.3761708301828495,-0.09999999999999998,-1.9230769230769231,0.5578800557880056,0.0,18.0,26.0,26,0.6923076923076923,1.0,0,-0.31700000000000006,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0497737556561086,0.23529411764705882,0.0,0.07383195675790456,-0.0497737556561086,0.0,12.0,0.46153846153846156,0.083710407239819,0.35294117647058826,0.0,0.10006652032931466,-0.083710407239819,0.0,17.0,0.6538461538461539,0.1764705882352941,0.4117647058823529,0.0,0.12887589588356851,-0.1764705882352941,0.0,24.0,0.9230769230769231,0.033936651583710405,0.17647058823529413,0.0,0.05804920219004035,-0.033936651583710405,0.0,9.0,0.34615384615384615,0.0,0,0,0.0,0.0,0.0,1.0,0.038461538461538464
0.73,0.436,0.003,DEN,JAX,1.0,2010,1,0.003,AFC West,AFC South,0,0,0,0,0,0,2010-09-12,0.5,0.7170000000000001,0.283,0.13378460300049483,1.9230769230769231,4.5,0.0,1.3761708301828495,-0.064,-0.9230769230769231,0.608089260808926,0.2222222222222222,16.0,15.0,26,0.6153846153846154,0.5769230769230769,0,-0.2810000000000001,0.0,0.0,0.0,0.11764705882352941,0,0,0,0,0,0.0497737556561086,0.23529411764705882,0.0,0.07383195675790456,-0.0497737556561086,0.0,12.0,0.46153846153846156,0.083710407239819,0.35294117647058826,0.0,0.10006652032931466,-0.083710407239819,0.0,17.0,0.6538461538461539,0.1764705882352941,0.4117647058823529,0.0,0.12887589588356851,-0.05882352941176469,0.2857142857142857,14.0,0.5384615384615384,0.033936651583710405,0.17647058823529413,0.0,0.05804920219004035,-0.033936651583710405,0.0,9.0,0.34615384615384615,0.0,0,0,0.0,0.0,0.0,1.0,0.038461538461538464
0.71,0.4,0.001,SEA,SF,0.5,2010,1,0.001,NFC West,NFC West,1,1,0,0,0,0,2010-09-12,0.5,0.7170000000000001,0.283,0.13378460300049483,1.9230769230769231,4.5,0.0,1.3761708301828495,-0.09999999999999998,-1.4230769230769231,0.5578800557880056,0.1111111111111111,18.0,20.0,26,0.6923076923076923,0.7692307692307693,0,-0.31700000000000006,0.0,0.0,0.058823529411764705,0.058823529411764705,0,0,0,0,0,0.0497737556561086,0.23529411764705882,0.0,0.07383195675790456,-0.0497737556561086,0.0,12.0,0.46153846153846156,0.083710407239819,0.35294117647058826,0.0,0.10006652032931466,-0.024886877828054293,0.16666666666666666,10.0,0.38461538461538464,0.1764705882352941,0.4117647058823529,0.0,0.12887589588356851,-0.1176470588235294,0.14285714285714285,19.0,0.7307692307692307,0.033936651583710405,0.17647058823529413,0.0,0.05804920219004035,-0.033936651583710405,0.0,9.0,0.34615384615384615,0.0,0,0,0.0,0.0,0.0,1.0,0.038461538461538464
0.68,0.4,0.0,PHI,GB,3.0,2010,1,0.0,NFC East,NFC North,0,0,0,0,0,1,2010-09-12,0.5,0.7170000000000001,0.283,0.13378460300049483,1.9230769230769231,4.5,0.0,1.3761708301828495,-0.09999999999999998,1.0769230769230769,0.5578800557880056,0.6666666666666666,18.0,7.0,26,0.6923076923076923,0.2692307692307692,0,-0.31700000000000006,0.0,0.058823529411764705,0.11764705882352941,0.35294117647058826,0,0,0,0,0,0.0497737556561086,0.23529411764705882,0.0,0.07383195675790456,0.009049773755656104,0.25,7.0,0.2692307692307692,0.083710407239819,0.35294117647058826,0.0,0.10006652032931466,0.03393665158371041,0.3333333333333333,6.0,0.23076923076923078,0.1764705882352941,0.4117647058823529,0.0,0.12887589588356851,0.17647058823529416,0.8571428571428572,2.0,0.07692307692307693,0.033936651583710405,0.17647058823529413,0.0,0.05804920219004035,-0.033936651583710405,0.0,9.0,0.34615384615384615,0.0,0,0,0.0,0.0,0.0,1.0,0.038461538461538464
0.67,0.4,0.0069999999999999,CLE,TB,0.5,2010,1,0.0069999999999999,AFC North,NFC South,0,0,0,0,0,0,2010-09-12,0.5,0.7170000000000001,0.283,0.13378460300049483,1.9230769230769231,4.5,0.0,1.3761708301828495,-0.09999999999999998,-1.4230769230769231,0.5578800557880056,0.1111111111111111,18.0,20.0,26,0.6923076923076923,0.7692307692307693,0,-0.31700000000000006,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0,0,0,0,0,0.0497737556561086,0.23529411764705882,0.0,0.07383195675790456,0.009049773755656104,0.25,7.0,0.2692307692307692,0.083710407239819,0.35294117647058826,0.0,0.10006652032931466,-0.083710407239819,0.0,17.0,0.6538461538461539,0.1764705882352941,0.4117647058823529,0.0,0.12887589588356851,-0.1176470588235294,0.14285714285714285,19.0,0.7307692307692307,0.033936651583710405,0.17647058823529413,0.0,0.05804920219004035,0.0248868778280543,0.3333333333333333,6.0,0.23076923076923078,0.0,0,0,0.0,0.0,0.0,1.0,0.038461538461538464
0.63,0.369,0.001,WAS,DAL,0.5,2010,1,0.001,NFC East,NFC East,1,1,0,0,0,0,2010-09-12,0.5,0.7170000000000001,0.283,0.13378460300049483,1.9230769230769231,4.5,0.0,1.3761708301828495,-0.131,-1.4230769230769231,0.5146443514644351,0.1111111111111111,22.0,20.0,26,0.8461538461538461,0.7692307692307693,0,-0.3480000000000001,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0497737556561086,0.23529411764705882,0.0,0.07383195675790456,-0.0497737556561086,0.0,12.0,0.46153846153846156,0.083710407239819,0.35294117647058826,0.0,0.10006652032931466,-0.083710407239819,0.0,17.0,0.6538461538461539,0.1764705882352941,0.4117647058823529,0.0,0.12887589588356851,-0.1764705882352941,0.0,24.0,0.9230769230769231,0.033936651583710405,0.17647058823529413,0.0,0.05804920219004035,-0.033936651583710405,0.0,9.0,0.34615384615384615,0.0,0,0,0.0,0.0,0.0,1.0,0.038461538461538464
0.57,0.335,0.001,CIN,NE,1.0,2010,1,0.001,AFC North,AFC East,0,0,0,0,0,0,2010-09-12,0.5,0.7170000000000001,0.283,0.13378460300049483,1.9230769230769231,4.5,0.0,1.3761708301828495,-0.16499999999999998,-0.9230769230769231,0.46722454672245467,0.2222222222222222,23.0,15.0,26,0.8846153846153846,0.5769230769230769,0,-0.38200000000000006,0.0,0.0,0.058823529411764705,0.11764705882352941,0,0,0,0,0,0.0497737556561086,0.23529411764705882,0.0,0.07383195675790456,-0.0497737556561086,0.0,12.0,0.46153846153846156,0.083710407239819,0.35294117647058826,0.0,0.10006652032931466,-0.024886877828054293,0.16666666666666666,10.0,0.38461538461538464,0.1764705882352941,0.4117647058823529,0.0,0.12887589588356851,-0.05882352941176469,0.2857142857142857,14.0,0.5384615384615384,0.033936651583710405,0.17647058823529413,0.0,0.05804920219004035,-0.033936651583710405,0.0,9.0,0.34615384615384615,0.0,0,0,0.0,0.0,0.0,1.0,0.038461538461538464
0.55,0.283,0.0,CAR,NYG,0.5,2010,1,0.0,NFC South,NFC East,0,1,0,0,0,0,2010-09-12,0.5,0.7170000000000001,0.283,0.13378460300049483,1.9230769230769231,4.5,0.0,1.3761708301828495,-0.21700000000000003,-1.4230769230769231,0.39470013947001387,0.1111111111111111,25.0,20.0,26,0.9615384615384616,0.7692307692307693,0,-0.4340000000000001,0.0,0.0,0.0,0.058823529411764705,0,0,0,0,0,0.0497737556561086,0.23529411764705882,0.0,0.07383195675790456,-0.0497737556561086,0.0,12.0,0.46153846153846156,0.083710407239819,0.35294117647058826,0.0,0.10006652032931466,-0.083710407239819,0.0,17.0,0.6538461538461539,0.1764705882352941,0.4117647058823529,0.0,0.12887589588356851,-0.1176470588235294,0.14285714285714285,19.0,0.7307692307692307,0.033936651583710405,0.17647058823529413,0.0,0.05804920219004035,-0.033936651583710405,0.0,9.0,0.34615384615384615,0.0,0,0,0.0,0.0,0.0,1.0,0.038461538461538464
