EV,Win %,Pick %,Team,Opponent,Future Value (Stars),Year,Week
0.93,64.6%,13.2%,NYG,ARI,0.5,2023,2
0.92,58.2%,0.2%,ATL,GB,2.0,2023,2
0.89,57.1%,1.6%,LAC,TEN,2.0,2023,2
0.88,56.2%,0.9%,CLE,PIT,2.5,2023,2
0.86,55.1%,1.7%,TB,CHI,0.5,2023,2
0.83,52.9%,1.2%,MIA,NE,3.5,2023,2
0.79,50.3%,0.9%,IND,HOU,0.0,2023,2
0.79,49.7%,0.2%,HOU,IND,0.0,2023,2
0.75,47.1%,0.1%,NE,MIA,1.0,2023,2
0.72,44.9%,0.1%,CHI,TB,0.5,2023,2
0.70,43.8%,0.1%,PIT,CLE,1.5,2023,2
0.69,42.9%,0.0%,TEN,LAC,1.0,2023,2
0.66,41.8%,0.7%,GB,ATL,1.0,2023,2
0.65,35.4%,0.1%,ARI,NYG,0.0,2023,2
0.65,40.7%,0.0%,JAX,KC,3.0,2023,2
0.63,38.4%,0.0%,CAR,NO,0.5,2023,2
0.63,39.6%,0.1%,BAL,CIN,3.0,2023,2
0.58,36.0%,0.1%,WAS,DEN,0.0,2023,2
0.57,33.8%,0.0%,SEA,DET,2.0,2023,2
0.56,24.6%,0.0%,LV,BUF,0.5,2023,2
0.53,24.7%,0.0%,NYJ,DAL,1.5,2023,2
0.53,30.9%,0.0%,MIN,PHI,1.0,2023,2
0.47,26.4%,0.0%,LAR,SF,1.0,2023,2
1.07,83.8%,23.3%,KC,CHI,5.0,2023,3
1.07,82.0%,16.6%,DAL,ARI,3.5,2023,3
1.05,80.8%,16.0%,SF,NYG,4.5,2023,3
1.01,75.3%,5.1%,BAL,IND,3.0,2023,3
0.95,69.2%,0.5%,PHI,TB,4.0,2023,3
0.95,75.9%,22.0%,JAX,HOU,2.5,2023,3
0.93,69.7%,4.9%,MIA,DEN,3.5,2023,3
0.93,67.8%,1.0%,BUF,WAS,3.5,2023,3
0.87,65.5%,7.1%,SEA,CAR,1.5,2023,3
0.85,62.1%,0.2%,CLE,TEN,3.0,2023,3
0.84,61.2%,0.8%,DET,ATL,3.0,2023,3
0.83,60.4%,0.1%,CIN,LAR,3.5,2023,3
0.82,59.7%,0.2%,LV,PIT,0.5,2023,3
0.75,55.3%,1.0%,NE,NYJ,0.5,2023,3
0.73,53.2%,0.1%,NO,GB,3.0,2023,3
0.70,51.3%,0.2%,MIN,LAC,1.0,2023,3
0.67,48.7%,0.1%,LAC,MIN,2.0,2023,3
0.64,46.8%,0.1%,GB,NO,1.5,2023,3
0.62,44.7%,0.1%,NYJ,NE,1.0,2023,3
0.55,40.3%,0.1%,PIT,LV,2.0,2023,3
0.54,39.6%,0.1%,LAR,CIN,1.0,2023,3
0.54,38.8%,0.0%,ATL,DET,2.5,2023,3
0.52,37.9%,0.1%,TEN,CLE,1.5,2023,3
0.51,34.5%,0.0%,CAR,SEA,0.5,2023,3
0.45,32.2%,0.0%,WAS,BUF,0.5,2023,3
0.44,30.3%,0.0%,DEN,MIA,1.0,2023,3
0.43,24.1%,0.0%,HOU,JAX,0.0,2023,3
0.43,30.8%,0.0%,TB,PHI,0.5,2023,3
0.36,24.7%,0.0%,IND,BAL,0.5,2023,3
0.32,19.2%,0.0%,NYG,SF,0.0,2023,3
0.31,18.0%,0.0%,ARI,DAL,0.0,2023,3
0.31,16.2%,0.0%,CHI,KC,0.5,2023,3
1.11,87.9%,32.6%,SF,ARI,5.0,2023,4
1.00,77.2%,17.3%,KC,NYJ,5.0,2023,4
0.99,78.4%,22.4%,PHI,WAS,3.5,2023,4
0.94,68.9%,3.9%,DAL,NE,4.0,2023,4
0.93,69.9%,8.8%,LAC,LV,2.5,2023,4
0.91,65.2%,0.4%,NO,TB,3.0,2023,4
0.87,64.8%,6.4%,MIN,CAR,1.0,2023,4
0.86,61.7%,1.0%,JAX,ATL,2.0,2023,4
0.81,58.1%,0.1%,BUF,MIA,4.0,2023,4
0.80,57.8%,1.9%,DEN,CHI,0.0,2023,4
0.79,57.3%,1.8%,PIT,HOU,1.5,2023,4
0.79,56.5%,0.5%,DET,GB,4.5,2023,4
0.78,55.9%,0.2%,BAL,CLE,3.0,2023,4
0.77,55.7%,0.8%,CIN,TEN,3.0,2023,4
0.77,55.4%,0.5%,SEA,NYG,1.5,2023,4
0.72,51.7%,0.3%,LAR,IND,1.0,2023,4
0.68,48.3%,0.2%,IND,LAR,1.0,2023,4
0.63,44.6%,0.1%,NYG,SEA,0.0,2023,4
0.62,44.3%,0.0%,TEN,CIN,1.5,2023,4
0.62,44.1%,0.1%,CLE,BAL,3.5,2023,4
0.61,43.5%,0.2%,GB,DET,1.5,2023,4
0.61,42.7%,0.1%,HOU,PIT,0.5,2023,4
0.60,42.2%,0.2%,CHI,DEN,0.5,2023,4
0.59,41.9%,0.2%,MIA,BUF,5.0,2023,4
0.54,38.3%,0.0%,ATL,JAX,3.0,2023,4
0.53,35.2%,0.0%,CAR,MIN,0.0,2023,4
0.49,34.8%,0.1%,TB,NO,0.5,2023,4
0.47,30.1%,0.0%,LV,LAC,0.5,2023,4
0.46,31.1%,0.0%,NE,DAL,1.0,2023,4
0.40,21.6%,0.0%,WAS,PHI,0.5,2023,4
0.40,22.8%,0.0%,NYJ,KC,0.5,2023,4
0.28,12.1%,0.0%,ARI,SF,0.0,2023,4
1.06,67.0%,1.7%,BAL,PIT,2.5,2023,5
1.05,84.8%,42.8%,MIA,NYG,3.5,2023,5
1.04,67.4%,3.1%,BUF,JAX,3.5,2023,5
1.02,69.6%,7.6%,WAS,CHI,0.0,2023,5
1.00,62.5%,0.2%,SF,DAL,5.0,2023,5
1.00,62.7%,0.7%,PHI,LAR,2.5,2023,5
0.99,61.7%,0.6%,KC,MIN,3.5,2023,5
0.96,61.0%,1.3%,CIN,ARI,2.0,2023,5
0.96,79.2%,38.7%,DET,CAR,2.5,2023,5
0.93,57.5%,0.2%,TEN,IND,1.5,2023,5
0.92,56.5%,0.2%,DEN,NYJ,0.5,2023,5
0.90,55.3%,0.2%,ATL,HOU,1.0,2023,5
0.87,54.3%,0.3%,NE,NO,0.5,2023,5
0.87,53.7%,0.1%,LV,GB,0.5,2023,5
0.74,46.3%,0.4%,GB,LV,0.5,2023,5
0.74,45.7%,0.1%,NO,NE,1.5,2023,5
0.71,44.7%,0.7%,HOU,ATL,0.5,2023,5
0.69,43.5%,0.7%,NYJ,DEN,0.0,2023,5
0.68,42.5%,0.2%,IND,TEN,0.5,2023,5
0.65,20.8%,0.0%,CAR,DET,0.0,2023,5
0.65,39.0%,0.1%,ARI,CIN,0.0,2023,5
0.63,38.3%,0.0%,MIN,KC,1.0,2023,5
0.61,37.3%,0.0%,LAR,PHI,1.5,2023,5
0.61,37.5%,0.0%,DAL,SF,3.0,2023,5
0.59,30.4%,0.1%,CHI,WAS,0.0,2023,5
0.57,32.6%,0.0%,JAX,BUF,1.5,2023,5
0.56,15.2%,0.0%,NYG,MIA,0.0,2023,5
0.56,33.0%,0.0%,PIT,BAL,0.5,2023,5
1.08,88.0%,24.0%,MIA,CAR,3.0,2023,6
1.06,88.2%,30.2%,BUF,NYG,2.5,2023,6
1.02,81.5%,11.2%,KC,DEN,3.5,2023,6
1.02,78.8%,2.8%,SF,CLE,5.0,2023,6
0.89,74.3%,18.2%,LAR,ARI,1.5,2023,6
0.88,68.2%,0.6%,BAL,TEN,2.0,2023,6
0.88,70.4%,7.7%,PHI,NYJ,2.0,2023,6
0.84,64.9%,1.3%,JAX,IND,1.0,2023,6
0.77,59.6%,0.4%,DET,TB,2.0,2023,6
0.77,59.1%,0.4%,MIN,CHI,1.0,2023,6
0.76,58.8%,0.6%,CIN,SEA,1.5,2023,6
0.76,58.9%,1.5%,LV,NE,1.0,2023,6
0.71,54.9%,0.3%,NO,HOU,1.5,2023,6
0.69,52.9%,0.1%,DAL,LAC,3.0,2023,6
0.69,52.9%,0.3%,ATL,WAS,0.5,2023,6
0.61,47.1%,0.0%,WAS,ATL,0.5,2023,6
0.61,47.1%,0.1%,LAC,DAL,3.0,2023,6
0.59,45.1%,0.1%,HOU,NO,0.5,2023,6
0.54,41.1%,0.0%,NE,LV,0.0,2023,6
0.54,41.2%,0.0%,SEA,CIN,1.0,2023,6
0.53,40.9%,0.2%,CHI,MIN,0.0,2023,6
0.53,40.4%,0.0%,TB,DET,0.5,2023,6
0.46,35.1%,0.0%,IND,JAX,0.5,2023,6
0.42,29.6%,0.0%,NYJ,PHI,0.0,2023,6
0.42,31.8%,0.0%,TEN,BAL,1.0,2023,6
0.41,25.7%,0.1%,ARI,LAR,0.0,2023,6
0.29,21.2%,0.0%,CLE,SF,2.0,2023,6
0.28,18.5%,0.0%,DEN,KC,0.0,2023,6
0.24,11.8%,0.0%,NYG,BUF,0.0,2023,6
0.22,12.0%,0.1%,CAR,MIA,0.0,2023,6
1.25,71.8%,4.1%,SF,MIN,5.0,2023,7
1.22,68.9%,2.3%,KC,LAC,4.5,2023,7
1.21,76.1%,15.1%,BUF,NE,2.5,2023,7
1.11,61.3%,0.3%,BAL,DET,3.0,2023,7
1.09,63.0%,4.1%,CLE,IND,2.0,2023,7
1.08,60.0%,1.0%,WAS,NYG,0.5,2023,7
1.07,59.2%,0.2%,PHI,MIA,3.0,2023,7
1.05,61.8%,4.9%,LAR,PIT,2.0,2023,7
1.03,56.8%,0.5%,NO,JAX,1.5,2023,7
1.02,58.3%,2.6%,TB,ATL,0.5,2023,7
0.97,52.1%,0.1%,DEN,GB,0.5,2023,7
0.96,55.9%,4.0%,LV,CHI,1.0,2023,7
0.92,78.2%,58.1%,SEA,ARI,1.0,2023,7
0.90,21.8%,0.0%,ARI,SEA,0.0,2023,7
0.86,44.1%,0.0%,CHI,LV,0.5,2023,7
0.85,47.9%,1.8%,GB,DEN,0.5,2023,7
0.79,41.7%,0.0%,ATL,TB,0.5,2023,7
0.79,43.2%,0.4%,JAX,NO,1.0,2023,7
0.76,38.2%,0.0%,PIT,LAR,1.0,2023,7
0.74,40.8%,0.0%,MIA,PHI,3.0,2023,7
0.74,40.0%,0.1%,NYG,WAS,0.0,2023,7
0.73,37.0%,0.0%,IND,CLE,0.5,2023,7
0.70,38.7%,0.2%,DET,BAL,2.0,2023,7
0.61,23.9%,0.0%,NE,BUF,0.5,2023,7
0.59,31.1%,0.0%,LAC,KC,3.0,2023,7
0.56,28.2%,0.0%,MIN,SF,1.5,2023,7
